index_col,stock_code,shortname,fullname,address,income,profit,number,comedate,book,report,industry,bussiness
577,HK0650,IDG能源投资,IDG能源投资集团有限公司,百慕达,--,--,102,1992-10-07,--,,油气开采,于中国勘探、开发及生产原油。
578,HK0651,中海重工,中海重工集团有限公司,百慕达,--,--,1000,1998-07-23,--,,汽车零部件,经营智慧停车及汽车电子业务、造船业务、贸易业务、金融服务业务。
579,HK0653,卓悦控股,卓悦控股有限公司,开曼群岛,--,--,960,2003-07-16,--,,化妆品,在香港、澳门及中国从事美容保健产品之零售及批发业务。
580,HK0655,香港华人有限公司,香港华人有限公司,百慕达,--,--,73,1992-10-12,--,,房地产,投资控股、物业投资、物业发展、酒店营运、项目管理、基金管理、包销、企业融资、证券经纪、证券投资、财务投资、放款、银行及其他有关金融服务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
581,HK0656,复星国际,复星国际有限公司,香港,--,--,56000,2007-07-16,--,,综合,综合金融（富足）业务包括保险、投资、财富管理及互联网金融，产业运营包括健康、快乐、钢铁、房地产开发和销售及资源。
582,HK0657,环科国际,环科国际集团有限公司,百慕达,--,--,150,1992-10-30,--,,餐饮,在香港经营专门提供潮州菜之中式酒楼。
583,HK0658,中国高速传动,中国高速传动设备集团有限公司,开曼群岛,--,--,6956,2007-07-04,--,,通用设备,设计、生产及销售齿轮传动设备产品。
584,HK0659,新创建集团,新创建集团有限公司,百慕达,--,--,28000,1997-04-25,--,,综合,投资及经营设施管理、建筑机电、交通运输及金融服务；及发展、投资、经营及管理发电厂、水务及废物处理厂、公路、港口及物流设施。
585,HK0660,伟俊矿业集团,伟俊矿业集团有限公司,开曼群岛,--,--,151,1993-02-05,--,,化肥,买卖运动鞋及运动型轻便鞋、工作鞋、安全鞋、高尔夫球鞋及其他功能鞋，以及制造及销售变性淀粉及其他生化产品及从事代理贸易业务。
586,HK0661,中国大冶有色金属,中国大冶有色金属矿业有限公司,百慕达,--,--,6677,1990-11-21,--,,铜,矿石开采和加工及金属产品销售贸易。
587,HK0662,亚洲金融,亚洲金融集团有限公司,百慕达,--,--,308,1990-12-18,--,,保险,承保一般及人寿保险。
588,HK0663,金山能源,金山能源集团有限公司,香港,--,--,71,1990-11-30,--,,贵金属,煤炭及白银的开采及销售、石油及天然气开采及生产、石油开采技术研发及提供融资租贷服务。
589,HK0665,海通国际,海通国际证券集团有限公司,百慕达,--,--,949,1996-08-06,--,,证券,经纪业务、提供代理人及保管服务、企业咨询、配售及包销、投资管理、融资、买卖及做市业务、结构性产品发行及投资。
590,HK0666,新工投资,新工投资有限公司,--,--,--,6,1990-12-21,--,,--,投资于上市及非上市之金融工具。
591,HK0668,东银国际控股,东银国际控股有限公司,香港,--,--,48,1990-12-12,--,,信贷,于中国持有投资物业、在中国向客户提供融资及投资控股。
592,HK0669,创科实业,创科实业有限公司,香港,--,--,21857,1990-12-17,--,,家电,制造与经销电器及电子产品。
593,HK0670,中国东方航空股份,中国东方航空股份有限公司,中国上海市,--,--,72377,1997-02-05,--,,航空运输,国内和经批准的国际、地区航空客、货、邮、行李运输业务及延伸服务。
594,HK0672,众安房产,众安房产有限公司,开曼群岛,--,--,2903,2007-11-13,--,,房地产,物业开发、租赁及酒店营运。
595,HK0673,中国卫生集团,中国卫生集团有限公司,百慕达,--,--,31,1996-10-14,--,,其他,医院管理服务及医疗设备贸易。
596,HK0674,中国唐商,中国唐商控股有限公司,百慕达,--,--,111,1991-01-25,--,,综合,特许权费用收集及提供知识产权维权服务业务；展览相关业务、物业分租业务、物业发展及投资、娱乐事业及餐饮。
597,HK0675,坚宝国际,坚宝国际控股有限公司,百慕达,--,--,1854,1997-01-02,--,,电子元器件,制造及销售精密零部件；及设计、制造及销售电子消费品。
598,HK0676,创信国际,创信国际控股有限公司,百慕达,--,--,--,1996-10-11,--,,鞋类,制造及销售鞋类产品。
599,HK0677,金源米业,金源米业国际有限公司,百慕达,--,--,2897,1991-01-28,--,,大米,搜购、入口、批发、精细加工、包装、市场推广及销售食米、证券投资、物业投资、经营便利店及餐厅及投资控股。
600,HK0678,云顶香港,云顶香港有限公司,百慕达,--,--,11460,2000-11-30,--,,旅游服务,邮轮旅游和邮轮旅游相关业务以及休闲、娱乐及旅游款待业务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
601,HK0679,亚洲联网科技,亚洲联网科技有限公司,百慕达,--,--,666,1991-01-31,--,,电子元器件,设计、生产及销售之电镀设备、销售电镀机器备用零件及提供维修和保养服务。
602,HK0680,南海控股,南海控股有限公司,百慕达,--,--,18944,1991-02-13,--,,影视,文化与传播服务、房地产开发及企业IT应用服务，并进军新媒体及创意商业领域。
603,HK0681,中民控股,中民控股有限公司,百慕达,--,--,1700,1997-04-24,--,,燃气,销售及分销天然气及液化石油气（液化气），包括提供管道燃气，运输、分销及零售液化气；生产和销售桶装饮用水以及彩票代理。
604,HK0682,超大现代,超大现代农业(控股)有限公司,开曼群岛,--,--,3850,2000-12-15,--,,蔬菜,农产品种植及销售，以及牧畜繁殖及销售。
605,HK0683,嘉里建设,嘉里建设有限公司,百慕达,--,--,8100,1996-08-05,--,,房地产,物业发展、投资及管理；拥有及经营酒店；综合物流及国际货运。
606,HK0684,亚伦国际,亚伦国际集团有限公司,百慕达,--,--,3600,1992-11-10,--,,家电,设计及制造多种家庭电器。
607,HK0685,世界华文媒体,世界华文媒体有限公司,百慕达,--,--,4071,1991-03-22,--,,出版,出版、印刷及发行以华文为主之报章、杂志、数码内容及书籍，以及提供旅游及与旅游有关服务。
608,HK0686,熊猫绿能,熊猫绿色能源集团有限公司,百慕达,--,--,325,2000-04-13,--,,新能源,开发、投资、营运及管理太阳能发电站。
609,HK0687,香港国际建投,香港国际建设投资管理集团有限公司,百慕达,--,--,1141,1991-03-26,--,,建筑工程,地基打桩及地盘勘查；物业发展；物业投资及管理。
610,HK0688,中国海外发展,中国海外发展有限公司,香港,--,--,5500,1992-08-20,--,,房地产,物业发展及投资，以及财务运作业务。
611,HK0689,长盈集团(控股),长盈集团(控股)有限公司,百慕达,--,--,27,1991-04-15,--,,油气开采,石油勘探及生产，放债，投资证券。
612,HK0690,联康生物科技集团,联康生物科技集团有限公司,开曼群岛,--,--,301,2001-11-12,--,,药品,"制造及销售自制化学药品,制造及销售自制生物药品,自制生物在研产品规模化生产及第三方药品。"
613,HK0691,山水水泥,中国山水水泥集团有限公司,开曼群岛,--,--,19236,2008-07-04,--,,水泥,生产、销售水泥、熟料及混凝土。
614,HK0692,神舟乐园,中国家居控股有限公司,百慕达,--,--,275,2000-01-19,--,,家具家居,买卖木制品及提供室内设计服务、销售布料及成衣、于中国从事勘探及开发及开采、证券投资、时装业务、放债业务及提供信息及技术服务。
615,HK0693,陈唱国际,陈唱国际有限公司,百慕达,--,--,6059,1998-07-07,--,,汽车经销,在新加坡及香港代理汽车及物业投资、在新加坡销售工业机械和在中华人民共和国制造汽车、货车及汽车零件。
616,HK0694,北京首都机场股份,北京首都国际机场股份有限公司,中国北京市,--,--,1561,2000-02-01,--,,航空运输,持有及经营位于中国北京的国际机场并提供相关服务。
617,HK0695,东吴水泥,东吴水泥国际有限公司,开曼群岛,--,--,246,2012-06-13,--,,水泥,水泥及熟料的生产和销售，以及污泥处置，中水回用，印染废水处理。
618,HK0696,中国民航信息网络,中国民航信息网络股份有限公司,中国北京市,--,--,7286,2001-02-07,--,,信息化服务,提供航空信息技术服务、分销信息技术服务、结算清算服务。
619,HK0697,SHOUGANG INT'L,首长国际企业有限公司,香港,--,--,43,1991-04-30,--,,钢铁,销售铁矿石；销售其他钢铁相关产品；管理服务务及租赁收入。
620,HK0698,通达集团,通达集团控股有限公司,开曼群岛,--,--,20000,2000-12-22,--,,通信设备,电器产品零部件生产；为电子产品及电器提供金属外壳及其他五金部件；及提供塑胶机顶盒及生产体育产品。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
621,HK0699,神州租车,神州租车有限公司,开曼群岛,--,--,6303,2014-09-19,--,,汽车租赁,于中国提供全面的租车服务，包括短租、长租、融资租赁及销售二手车服务。
622,HK0700,腾讯控股,腾讯控股有限公司,开曼群岛,--,--,40678,2004-06-16,--,,电商及互联网,于中国为用户提供增值服务增值服务以及网络广告服务。
623,HK0701,CNT GROUP,北海集团有限公司,百慕达,--,--,1089,1991-05-21,--,,涂料,油漆产品制造及销售以及相关服务；钢铁产品贸易及相关投资；物业投资。
624,HK0702,中国油气控股,中国油气控股有限公司,百慕达,--,--,350,2000-02-09,--,,油气开采,于中国从事勘探、开发及生产煤层气，开采及销售原油及天然气，及原煤洗选及销售原煤及精煤。
625,HK0703,FUTURE BRIGHT,佳景集团有限公司,百慕达,--,--,1877,2002-08-15,--,,餐饮,销售食物及餐饮、食品手信以及物业投资之业务。
626,HK0704,和嘉控股,和嘉资源控股有限公司,百慕达,--,--,1390,1991-05-27,--,,煤炭,焦炭贸易业务；煤炭相关附属业务；及焦炭生产业务。
627,HK0705,鼎和矿业,鼎和矿业控股有限公司,香港,--,--,80,2008-12-22,--,,其他金属矿物,开采白云石及生产镁锭；勘探铁矿石、煤炭及锰；提取及装瓶矿泉水。
628,HK0706,美丽中国控股,美丽中国控股有限公司,百慕达,--,--,62,1998-07-22,--,,林业及木材,提供自动柜员机服务及生态环境建设服务。
629,HK0707,亚洲电视控股,协盛协丰控股有限公司,开曼群岛,--,--,750,2006-03-30,--,,纺织品,成品布料加工、印花及销售；成品布料和衣服贸易；放债业务；及证券投资。
630,HK0708,恒大健康,恒大健康产业集团有限公司,香港,--,--,940,2008-02-12,--,,出版,于香港从事出版书刊及杂志、数码业务、版权持有及持牌业务。向中国的客户提供整形外科、抗衰老及其他健康服务。
631,HK0709,佐丹奴国际,佐丹奴国际有限公司,百慕达,--,--,8000,1991-06-19,--,,服装配套,经营零售及分销Giordano及GiordanoJunior、GiordanoLadies及BSX等品牌之基本及时尚男女服装、童装及配衬用品。
632,HK0710,京东方精电,京东方精电有限公司,百慕达,--,--,5344,1991-07-01,--,,计算机设备,设计、制造及销售液晶显示器及有关产品。
633,HK0711,亚洲联合基建控股,亚洲联合基建控股有限公司,百慕达,--,--,5640,1993-02-12,--,,建筑工程,土木工程、机电工程、地基及楼宇建筑工程、物业发展、物业投资、专业服务包括护卫和物业管理服务。
634,HK0712,卡姆丹克太阳能,卡姆丹克太阳能系统集团有限公司,开曼群岛,--,--,349,2009-10-30,--,,新能源,"设计、开发、制造及营销太阳能晶片及晶锭,并专注于优质单晶太阳能晶片以及投资、开发、建设及运营太阳能光伏发电站。"
635,HK0713,世界(集团),世界(集团)有限公司,开曼群岛,--,--,1288,1993-04-15,--,,家具家居,制造及分销家用产品；制造及分销PVC管材及管件；投资于物业及厨余回收业务。
636,HK0715,中泛控股,中泛控股有限公司,百慕达,--,--,123,1991-07-05,--,,地产投资,于中国从事物业投资、于美国从事房地产开发及于印尼发展能源电力行业。
637,HK0716,胜狮货柜,胜狮货柜企业有限公司,香港,--,--,8631,1993-07-08,--,,物流,制造货柜及其他相关产品及提供物流服务。
638,HK0717,英皇证券,英皇证券集团有限公司,百慕达,--,--,297,2007-04-24,--,,证券,提供证券、期权、期货、保险及其他财产管理产品之经纪服务；展融资及放债服务；配售与包销服务；企业融资顾问服务，以及资产管理服务。
639,HK0718,太和控股,太和控股有限公司,百慕达,--,--,140,1995-10-02,--,,资产管理,证券投资、商品贸易、不良债务资产管理、采矿及勘察天然资源、销售医疗设备及其他一般商品、金融服务及物业投资。
640,HK0719,山东新华制药股份,山东新华制药股份有限公司,中国山东省,--,--,6384,1996-12-31,--,,药品,开发、制造和销售化学原料药、制剂及化工产品
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
